area,mongo_source,mongo_field,mongo_type,supabase_table,supabase_column,supabase_type,transform,notes
Reward Master,—,—,—,reward_master,id,uuid,gen_random_uuid(),New Supabase primary key
Reward Master,loyaltydb.rewards,merchantId,ObjectId,reward_master,merchant_id,uuid,resolve_fk,FK → merchant_master via mongo_id
Reward Master,loyaltydb.rewards,name,String,reward_master,name,text,direct,
Reward Master,loyaltydb.rewards,type,String,reward_master,visibility,reward_visibility,direct,REWARD→user / BENEFIT→admin
Reward Master,loyaltydb.rewards,code,String,reward_master,reward_code,text,direct,
Reward Master,loyaltydb.rewards,description,String,reward_master,description_body,text,direct,
Reward Master,loyaltydb.rewards,noticeText,String,reward_master,description_headline,text,direct,
Reward Master,loyaltydb.rewards,imageUrl[],Array[String],reward_master,image,text[],direct,
Reward Master,loyaltydb.rewards,point,Number,reward_master,fallback_points,numeric,direct,Default point cost
Reward Master,loyaltydb.rewards,isPointByTier,Boolean,reward_master,require_points_match,boolean,direct,If true → use reward_points_conditions
Reward Master,loyaltydb.rewards,startDate,Date,reward_master,redeem_window_start,timestamptz,direct,
Reward Master,loyaltydb.rewards,endDate,Date,reward_master,redeem_window_end,timestamptz,direct,
Reward Master,loyaltydb.rewards,status,String,reward_master,active_status,boolean,direct,ACTIVE→true / else false
Reward Master,loyaltydb.rewards,shipType,String,reward_master,fulfillment_method,reward_fulfillment_method,direct,TAKEAWAY→pickup / DELIVERY→shipping
Reward Master,loyaltydb.rewards,isRewardStock,Boolean,reward_master,stock_control,boolean,direct,
Reward Master,loyaltydb.rewards,isAlienReward,Boolean,reward_master,assign_promocode,boolean,direct,Uses alien/promo codes
Reward Master,loyaltydb.rewards,levelIds[],Array[String],reward_master,allowed_tier,uuid[],resolve_fk,Tier ObjectIds → resolve to UUIDs via tier_master.mongo_id
Reward Master,loyaltydb.rewards,birthMonths[],Array,reward_master,allowed_birthmonth,text[],direct,
Reward Master,loyaltydb.rewards,memberType[],Array,reward_master,allowed_persona,uuid[],resolve_fk,Persona refs → resolve to UUIDs
Reward Master,loyaltydb.rewards,rewardCategoryId,ObjectId|Null,reward_master,category_id,uuid[],resolve_fk,FK → reward_category via mongo_id; wrap in array
Reward Master,loyaltydb.rewards,autoUseTime.time,Number,reward_master,use_expire_ttl,numeric,direct,TTL value (convert hours to minutes if timeUnit=HOUR)
Reward Master,loyaltydb.rewards,autoUseTime.timeUnit,String,reward_master,use_expire_mode,reward_expire_mode,direct,DAY→relative_days / MINUTE→relative_mins / HOUR→relative_mins
Reward Master,loyaltydb.rewards,isPinned,Boolean,reward_master,ranking,smallint,derive,Pinned → 0 (top)
Reward Master,loyaltydb.rewards,createdAt,Date,reward_master,created_at,timestamptz,direct,

## Area 5: Skipped — loyaltydb.rewards,,,,,,,,
Reward Master,loyaltydb.rewards,__v,Number,,,,skip,Mongoose version key
Reward Master,loyaltydb.rewards,updatedAt,Date,,,,skip,No target
Reward Master,loyaltydb.rewards,isAllmember,Boolean,,,,skip,Logic flag; if true → allowed_tier/persona empty
Reward Master,loyaltydb.rewards,isMissionOnly,Boolean,,,,skip,No target
Reward Master,loyaltydb.rewards,isDelivery,Boolean,,,,skip,Redundant with shipType
Reward Master,loyaltydb.rewards,isPhysicalDraw,Boolean,,,,skip,No target
Reward Master,loyaltydb.rewards,displayAt,String,,,,skip,No target
Reward Master,loyaltydb.rewards,quantityUnit,String,,,,skip,No target
Reward Master,loyaltydb.rewards,limitUnit,String,,,,skip,No target
Reward Master,loyaltydb.rewards,variants[],Array,,,,skip,Empty
Reward Master,loyaltydb.rewards,partnerIds[],Array,,,,skip,Empty
Reward Master,loyaltydb.rewards,pinnedDate,Null,,,,skip,Always null
Reward Master,loyaltydb.rewards,alienRewards[],Array,,,,skip,Superseded
Reward Master,loyaltydb.rewards,alienCodePartner[],Array[Document],,,,skip,Superseded
Reward Master,loyaltydb.rewards,forThirdParty,Document,,,,skip,No target

## Area 5: Reward Master — loyaltydb.rewards nested arrays → child tables,,,,,,,,
Reward Master,loyaltydb.rewards,tierPointList[],Array[Document],reward_points_conditions,—,—,normalize,Each tier-point combo → one row with reward_id / tier_id / points_required
Reward Master,loyaltydb.rewards,alienCodePartnerList[].alienList[].alienCode,String,reward_promo_code,promo_code,text,direct,The actual code
Reward Master,loyaltydb.rewards,alienCodePartnerList[].alienList[].isUsed,Boolean,reward_promo_code,redeemed_status,boolean,direct,
Reward Master,loyaltydb.rewards,alienCodePartnerList[].partnerId,String,reward_promo_code,lot_code,text,direct,Partner/lot identifier
Reward Master,loyaltydb.rewards,quotaLimitList[],Array[Document],—,—,—,jsonb,Per-tier limits; store in metadata

## Area 5: Reward Master — loyaltydb.qrtables → reward_master,,,,,,,,
Reward Master,loyaltydb.qrtables,_id,ObjectId,reward_master,mongo_id,text,direct,Original MongoDB ObjectId
Reward Master,—,—,—,reward_master,id,uuid,gen_random_uuid(),New Supabase primary key
Reward Master,loyaltydb.qrtables,qrToken,String,reward_master,promo_code,text,direct,QR token as master code
Reward Master,loyaltydb.qrtables,guideline,String,reward_master,description_body,text,direct,Usage guideline
Reward Master,loyaltydb.qrtables,benefit,Number,reward_master,fallback_points,numeric,direct,Discount/benefit amount
Reward Master,loyaltydb.qrtables,quantity,Number,reward_master,stock_total,integer,direct,Total stock
Reward Master,loyaltydb.qrtables,isAlienCoupon,Boolean,reward_master,assign_promocode,boolean,direct,
Reward Master,loyaltydb.qrtables,qrImageLink,String,reward_master,—,—,jsonb,Store in metadata
Reward Master,loyaltydb.qrtables,url,String,reward_master,—,—,jsonb,Store in metadata
Reward Master,loyaltydb.qrtables,limit,Number,reward_master,—,—,jsonb,Per-user limit; store in metadata

## Area 5: Skipped — loyaltydb.qrtables,,,,,,,,
Reward Master,loyaltydb.qrtables,__v,Number,,,,skip,Mongoose version key
Reward Master,loyaltydb.qrtables,updatedAt,Date,,,,skip,No target
Reward Master,loyaltydb.qrtables,isTrafficSource,Boolean,,,,skip,No target
Reward Master,loyaltydb.qrtables,trafficSourceId,String,,,,skip,No target
Reward Master,loyaltydb.qrtables,isDisplayed,String,,,,skip,No target
Reward Master,loyaltydb.qrtables,isNewMemberOnly,Boolean,,,,skip,No target
Reward Master,loyaltydb.qrtables,isDelivery,Boolean,,,,skip,Redundant
Reward Master,loyaltydb.qrtables,isExpiryNoti,Boolean,,,,skip,No target
Reward Master,loyaltydb.qrtables,ExpiryMonthNoti[],Array[Document],,,,skip,No target
Reward Master,loyaltydb.qrtables,ExpiryMonth,String,,,,skip,No target
Reward Master,loyaltydb.qrtables,totalClick,Number,,,,skip,Analytics
Reward Master,loyaltydb.qrtables,clientTrafficSignClick,Number,,,,skip,Analytics
Reward Master,loyaltydb.qrtables,minOrder,Number|Null,,,,skip,No target
Reward Master,loyaltydb.qrtables,maxDiscount,Number|Null,,,,skip,No target
Reward Master,loyaltydb.qrtables,alienCodeTxts,String,,,,skip,Legacy
Reward Master,loyaltydb.qrtables,alienCoupons[],Array,,,,skip,Superseded
Reward Master,loyaltydb.qrtables,alienCodePartner[],Array[Document],,,,skip,Legacy
Reward Master,loyaltydb.qrtables,memberTypeIds[],Array,,,,skip,Empty
Reward Master,loyaltydb.qrtables,pinnedDate,Date|Null,,,,skip,No target
Reward Master,loyaltydb.qrtables,forThirdParty,Document,,,,skip,No target
Reward Master,loyaltydb.qrtables,memberType[],Array[Document],,,,skip,Complex; differs from rewards

## Area 5: Reward Master — loyaltydb.rewardcategories → reward_category,,,,,,,,
Reward Master,loyaltydb.rewardcategories,_id,ObjectId,reward_category,mongo_id,text,direct,Original MongoDB ObjectId
Reward Master,—,—,—,reward_category,id,uuid,gen_random_uuid(),New Supabase primary key
Reward Master,loyaltydb.rewardcategories,merchantId,ObjectId,reward_category,merchant_id,uuid,resolve_fk,FK → merchant_master via mongo_id
Reward Master,loyaltydb.rewardcategories,name,String,reward_category,name,text,direct,
Reward Master,loyaltydb.rewardcategories,createdAt,Date,reward_category,created_at,timestamptz,direct,
Reward Master,—,—,—,reward_category,category_code,text,generate,Slug from name or sequential code

## Area 5: Skipped — loyaltydb.rewardcategories,,,,,,,,
Reward Master,loyaltydb.rewardcategories,__v,Number,,,,skip,Mongoose version key
Reward Master,loyaltydb.rewardcategories,updatedAt,Date,,,,skip,No target
Reward Master,loyaltydb.rewardcategories,icon,String,,,,skip,No column
Reward Master,loyaltydb.rewardcategories,clickIcon,String,,,,skip,No target

### reward_redemptions_ledger — Immutable redemption transaction log. Full lifecycle: redeemed → used → cancelled.,,,,,,,,

## Area 6: Redemptions — loyaltydb.histories → reward_redemptions_ledger,,,,,,,,
Redemptions,loyaltydb.histories,_id,ObjectId,reward_redemptions_ledger,mongo_id,text,direct,Original MongoDB ObjectId
Redemptions,—,—,—,reward_redemptions_ledger,id,uuid,gen_random_uuid(),New Supabase primary key
Redemptions,loyaltydb.histories,merchantId,ObjectId,reward_redemptions_ledger,merchant_id,uuid,resolve_fk,FK → merchant_master via mongo_id
Redemptions,loyaltydb.histories,userId,ObjectId,reward_redemptions_ledger,user_id,uuid,resolve_fk,FK → user_accounts via mongo_id
Redemptions,loyaltydb.histories,objectId,ObjectId,reward_redemptions_ledger,reward_id,uuid,resolve_fk,FK → reward_master via mongo_id
Redemptions,loyaltydb.histories,ticketCode,String,reward_redemptions_ledger,code,text,direct,Redemption ticket code
Redemptions,loyaltydb.histories,alienCode,String,reward_redemptions_ledger,promo_code,text,direct,Assigned promo/alien code
Redemptions,loyaltydb.histories,quantity,Number,reward_redemptions_ledger,qty,numeric,direct,
Redemptions,loyaltydb.histories,points,Number,reward_redemptions_ledger,points_deducted,numeric,direct,Points spent
Redemptions,loyaltydb.histories,pointBefore,Number|Null,reward_redemptions_ledger,points_calculation,jsonb,jsonb,{"points_before": value}
Redemptions,loyaltydb.histories,status,String,reward_redemptions_ledger,redeemed_status,boolean,derive,REDEEMED/USED→true / CANCELLED→false
Redemptions,loyaltydb.histories,status,String,reward_redemptions_ledger,used_status,boolean,derive,USED→true / else false
Redemptions,loyaltydb.histories,status,String,reward_redemptions_ledger,cancelled,boolean,derive,CANCELLED→true / else false
Redemptions,loyaltydb.histories,status,String,reward_redemptions_ledger,fulfillment_status,rewards_redemption_fulfillment_status,derive,REDEEMED→pending / USED→completed / CANCELLED→cancelled
Redemptions,loyaltydb.histories,type,String,reward_redemptions_ledger,source_type,wallet_transaction_source_type,direct,REWARD/BENEFIT→reward_redemption / COUPON→code
Redemptions,loyaltydb.histories,isMission,Boolean,reward_redemptions_ledger,source_type,wallet_transaction_source_type,derive,If true → source_type='mission'
Redemptions,loyaltydb.histories,shippingAddress,String,reward_redemptions_ledger,delivery_address_code,text,direct,
Redemptions,loyaltydb.histories,redeemedNo,String,reward_redemptions_ledger,external_ref_id,text,direct,External reference number
Redemptions,loyaltydb.histories,createdAt,Date,reward_redemptions_ledger,created_at,timestamptz,direct,
Redemptions,loyaltydb.histories,createdAt,Date,reward_redemptions_ledger,redeemed_at,timestamptz,direct,Same as created_at
Redemptions,loyaltydb.histories,spendProcessTimeSec,Number,reward_redemptions_ledger,processing_time_ms,integer,derive,Multiply by 1000 (sec→ms)
Redemptions,loyaltydb.histories,redeemedStoreId,ObjectId|Null,reward_redemptions_ledger,source_id,uuid,resolve_fk,FK → store_master via mongo_id
Redemptions,loyaltydb.histories,note,String,reward_redemptions_ledger,points_calculation,jsonb,jsonb,{"note": value}
Redemptions,loyaltydb.histories,remark,String,reward_redemptions_ledger,points_calculation,jsonb,jsonb,{"remark": value}
Redemptions,—,—,—,reward_redemptions_ledger,success,boolean,default,true for migrated records

## Area 6: Skipped — loyaltydb.histories,,,,,,,,
Redemptions,loyaltydb.histories,exchangedType,String,,,,skip,Old delivery method (TAKEAWAY/DELIVERY); fulfillment_status derived from status instead
Redemptions,loyaltydb.histories,__v,Number,,,,skip,Mongoose version key
Redemptions,loyaltydb.histories,updatedAt,Date,,,,skip,No target
Redemptions,loyaltydb.histories,clientName,String,,,,skip,Denormalized; from user_accounts
Redemptions,loyaltydb.histories,adminId,ObjectId|Null,,,,skip,No direct column
Redemptions,loyaltydb.histories,adminName,String,,,,skip,Denormalized
Redemptions,loyaltydb.histories,usedAdminId,ObjectId|Null,,,,skip,No direct column
Redemptions,loyaltydb.histories,usedAdminName,String,,,,skip,Denormalized
Redemptions,loyaltydb.histories,redeemedStoreName,String,,,,skip,Denormalized
Redemptions,loyaltydb.histories,usedStoreId,ObjectId|Null,,,,skip,No separate column
Redemptions,loyaltydb.histories,usedStoreName,String,,,,skip,Denormalized
Redemptions,loyaltydb.histories,storeName,String,,,,skip,Denormalized
Redemptions,loyaltydb.histories,usedNo,String,,,,skip,No target
Redemptions,loyaltydb.histories,tierId,ObjectId|Null,,,,skip,No target
Redemptions,loyaltydb.histories,variants[],Array,,,,skip,Empty
Redemptions,loyaltydb.histories,NotiExpiryDate[],Array,,,,skip,Empty
Redemptions,loyaltydb.histories,rewardGroupId,Null,,,,skip,Always null
Redemptions,loyaltydb.histories,spendProcessTimeStep,String,,,,skip,Diagnostic

### order_ledger_mkp — Unified marketplace order header. Lazada/Shopee/TikTok.,,,,,,,,
### order_items_ledger_mkp — Marketplace order line items. Child of order_ledger_mkp.,,,,,,,,

## Area 7: Marketplace Orders — all platforms → order_ledger_mkp,,,,,,,,
Mkp Orders,*_order_transactions,_id,ObjectId,order_ledger_mkp,mongo_id,text,direct,Original MongoDB ObjectId
Mkp Orders,—,—,—,order_ledger_mkp,id,uuid,gen_random_uuid(),New Supabase primary key
Mkp Orders,*_order_transactions,shop_id,String,order_ledger_mkp,shop_id,text,direct,
Mkp Orders,*_order_transactions,shop_id,String,order_ledger_mkp,merchant_id,uuid,resolve_fk,Look up by shop_id + platform → merchant_master
Mkp Orders,*_order_transactions,order_id,String,order_ledger_mkp,order_sn,text,direct,
Mkp Orders,*_order_transactions,buyer_user_id,String,order_ledger_mkp,external_user_id,text,direct,Platform buyer ID
Mkp Orders,*_order_transactions,currency,String,order_ledger_mkp,currency,text,direct,
Mkp Orders,*_order_transactions,total_amount,Decimal128,order_ledger_mkp,total_amount,numeric,cast::numeric,
Mkp Orders,*_order_transactions,order_status,String,order_ledger_mkp,order_status,text,direct,
Mkp Orders,*_order_transactions,order_created_at,Date,order_ledger_mkp,transaction_date,timestamptz,direct,
Mkp Orders,*_order_transactions,order_updated_at,Date,order_ledger_mkp,update_time,timestamptz,direct,
Mkp Orders,—,—,—,order_ledger_mkp,platform,text,derive,'lazada'/'shopee'/'tiktok' from source collection
Mkp Orders,shopee_order_transactions,buyer_username,String,order_ledger_mkp,buyer_username,text,direct,Shopee only
Mkp Orders,shopee_order_transactions,actual_shipping_fee,Decimal128,order_ledger_mkp,shipping_fee,numeric,cast::numeric,Shopee only
Mkp Orders,shopee_order_transactions,is_cod,Boolean,order_ledger_mkp,payment_method,text,derive,true→'cod'
Mkp Orders,tiktok_order_transactions,seller_discount + platform_discount,Decimal128,order_ledger_mkp,discount_amount,numeric,derive,Sum both
Mkp Orders,tiktok_order_transactions,shipping_fee,Decimal128,order_ledger_mkp,shipping_fee,numeric,cast::numeric,TikTok only
Mkp Orders,tiktok_order_transactions,tax,Decimal128,order_ledger_mkp,tax_amount,numeric,cast::numeric,TikTok only
Mkp Orders,—,—,—,order_ledger_mkp,final_amount,numeric,derive,Platform-specific calculation
Mkp Orders,—,—,—,order_ledger_mkp,synced_to_transaction,boolean,default,false

## Area 7: Marketplace Orders — items[] → order_items_ledger_mkp,,,,,,,,
Mkp Orders,*_order_transactions,items[].sku,String,order_items_ledger_mkp,platform_sku,text,direct,
Mkp Orders,*_order_transactions,items[].name,String,order_items_ledger_mkp,item_name,text,direct,
Mkp Orders,*_order_transactions,items[].original_price,Decimal128,order_items_ledger_mkp,unit_price,numeric,cast::numeric,
Mkp Orders,*_order_transactions,items[].net_price,Decimal128,order_items_ledger_mkp,line_total,numeric,cast::numeric,
Mkp Orders,lazada_order_transactions,items[].voucher_amount,Decimal128,order_items_ledger_mkp,discount_amount,numeric,cast::numeric,
Mkp Orders,shopee_order_transactions,items[].quantity_purchased,Number,order_items_ledger_mkp,quantity,numeric,direct,Lazada/TikTok default to 1
Mkp Orders,shopee_order_transactions,items[].model_sku,String,order_items_ledger_mkp,variant_sku,text,direct,
Mkp Orders,shopee_order_transactions,items[].seller_discount + others,Decimal128,order_items_ledger_mkp,discount_amount,numeric,derive,Sum all discount fields
Mkp Orders,—,—,—,order_items_ledger_mkp,order_id,uuid,derive,FK → parent order_ledger_mkp.id
Mkp Orders,—,—,—,order_items_ledger_mkp,platform,text,derive,Same as parent
Mkp Orders,—,—,—,order_items_ledger_mkp,merchant_id,uuid,derive,Same as parent

## Area 7: Skipped — Marketplace order collections,,,,,,,,
Mkp Orders,shopee_order_transactions,items[].recipient_address,Document,,,,skip,Per-item address; discard
Mkp Orders,shopee_order_transactions,items[].selling_price,Decimal128,,,,skip,Redundant
Mkp Orders,shopee_order_transactions,items[].discounted_price,Decimal128,,,,skip,Redundant
Mkp Orders,shopee_order_transactions,items[].discount_from_coin,Decimal128,,,,skip,Aggregated
Mkp Orders,shopee_order_transactions,items[].discount_from_voucher_shopee,Decimal128,,,,skip,Aggregated
Mkp Orders,shopee_order_transactions,items[].discount_from_voucher_seller,Decimal128,,,,skip,Aggregated
Mkp Orders,tiktok_order_transactions,sub_total,Decimal128,,,,skip,Used in derive only

## Area 8: Marketplace Claims — *_order_claimed_transactions → order_ledger_mkp (UPDATE only),,,,,,,,
Mkp Claimed,*_order_claimed_transactions,order_id,String,order_ledger_mkp,order_sn,text,match,Match existing row by order_sn + shop_id
Mkp Claimed,*_order_claimed_transactions,shop_id,String,order_ledger_mkp,shop_id,text,match,Used for matching
Mkp Claimed,*_order_claimed_transactions,user_id,String,order_ledger_mkp,external_user_id,text,direct,CRM user who claimed
Mkp Claimed,*_order_claimed_transactions,created_at,Date,order_ledger_mkp,synced_at,timestamptz,direct,When claim happened
Mkp Claimed,—,—,—,order_ledger_mkp,status,text,derive,Set to 'claimed'
Mkp Claimed,—,—,—,order_ledger_mkp,synced_to_transaction,boolean,derive,Set to true

## Area 8: Skipped — *_order_claimed_transactions,,,,,,,,
Mkp Claimed,*_order_claimed_transactions,_id,ObjectId,,,,skip,UPDATE operation; no new row

### user_consent_ledger — PDPA consent audit trail. Immutable log of consent actions.,,,,,,,,

## Area 9: PDPA Consent — loyaltydb.clientpdpas → user_consent_ledger,,,,,,,,
PDPA Consent,loyaltydb.clientpdpas,_id,ObjectId,user_consent_ledger,mongo_id,text,direct,Original MongoDB ObjectId
PDPA Consent,—,—,—,user_consent_ledger,id,uuid,gen_random_uuid(),New Supabase primary key
PDPA Consent,loyaltydb.clientpdpas,userId,ObjectId,user_consent_ledger,user_id,uuid,resolve_fk,FK → user_accounts via mongo_id
PDPA Consent,loyaltydb.clientpdpas,merchantId,ObjectId,user_consent_ledger,merchant_id,uuid,resolve_fk,FK → merchant_master via mongo_id
PDPA Consent,loyaltydb.clientpdpas,pdpaId,ObjectId,user_consent_ledger,consent_version_id,uuid,resolve_fk,FK → consent_versions via mongo_id
PDPA Consent,loyaltydb.clientpdpas,isAccept,Boolean,user_consent_ledger,action,enum,direct,true→'accept' / false→'reject'
PDPA Consent,loyaltydb.clientpdpas,createdAt,Date,user_consent_ledger,created_at,timestamptz,direct,
PDPA Consent,—,—,—,user_consent_ledger,ip_address,inet,default,null
PDPA Consent,—,—,—,user_consent_ledger,user_agent,text,default,null

## Area 9: Skipped — loyaltydb.clientpdpas,,,,,,,,
PDPA Consent,loyaltydb.clientpdpas,__v,Number,,,,skip,Mongoose version key
PDPA Consent,loyaltydb.clientpdpas,updatedAt,Date,,,,skip,No target
PDPA Consent,loyaltydb.clientpdpas,nameForm,String,,,,skip,Denormalized
PDPA Consent,loyaltydb.clientpdpas,titleForm,String,,,,skip,Denormalized
PDPA Consent,loyaltydb.clientpdpas,detail,String,,,,skip,Denormalized
PDPA Consent,loyaltydb.clientpdpas,pdpaType,String,,,,skip,Implicit in consent_version_id
